object_id,object_type,current_name,suggested_name,issue_type,severity,reason,candidate_names,province,road,lat,lon
vn-toll-gmaps-chijldpaqq0aqjermirp-ousmjs,toll_station,Trạm thu phí Điện Bàn,Trạm thu phí Điện Bàn,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Điện Bàn | OSM toll 5589299568 | Nhà đất Trạm Thu phí Điện Bàn | Nhà đất Trạm Thu phí Điện Bàn | Trạm thu phí Điện Bàn,Đà Nẵng,,15.930527,108.228712
vn-toll-gmaps-chijldpaqq0aqjermirp-ousmjs,toll_station,Trạm thu phí Điện Bàn,Trạm thu phí Điện Bàn,source_name_conflict,medium,current name differs from OSM name: OSM toll 5589299568,Trạm thu phí Điện Bàn | OSM toll 5589299568 | Nhà đất Trạm Thu phí Điện Bàn | Nhà đất Trạm Thu phí Điện Bàn | Trạm thu phí Điện Bàn,Đà Nẵng,,15.930527,108.228712
vn-toll-clean-072,toll_station,Trạm thu phí ĐT741,Trạm thu phí ĐT741,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí ĐT741 | ĐT741 | TRẠM THU PHÍ DT741- BÌNH DƯƠNG | Trạm Thu Phí ĐT741 | Trạm thu phí ĐT741,Hồ Chí Minh,ĐT741,11.2218334,106.7252837
vn-toll-gmaps-chijw-epzqd3njeribu-dwg-pdu,toll_station,Trạm thu phí Đông Xuân,Trạm thu phí Đông Xuân,osm_placeholder_name,medium,matched OSM name is placeholder,Trạm thu phí Đông Xuân | OSM toll 1359071499 | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân,Thanh Hóa,,19.827931,105.69233
vn-toll-gmaps-chijw-epzqd3njeribu-dwg-pdu,toll_station,Trạm thu phí Đông Xuân,Trạm thu phí Đông Xuân,source_name_conflict,medium,current name differs from OSM name: OSM toll 1359071499,Trạm thu phí Đông Xuân | OSM toll 1359071499 | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân,Thanh Hóa,,19.827931,105.69233
vn-toll-gmaps-chijosjouw5nnderljgn046zgi4,toll_station,Trạm thu phí đường Hòa Lạc - Hòa Bình,Trạm thu phí đường Hòa Lạc - Hòa Bình,osm_road_name_as_object_name,medium,matched OSM name looks like road/direction name,Trạm thu phí đường Hòa Lạc - Hòa Bình | Đường cao tốc Hòa Lạc – Hòa Bình | Trạm thu phí đường Hòa Lạc - Hòa Bình,Hòa Bình,,20.965148,105.397958
vn-toll-gmaps-chijosjouw5nnderljgn046zgi4,toll_station,Trạm thu phí đường Hòa Lạc - Hòa Bình,Trạm thu phí đường Hòa Lạc - Hòa Bình,missing_road_context,low,road context appears in names but road field is empty,Trạm thu phí đường Hòa Lạc - Hòa Bình | Đường cao tốc Hòa Lạc – Hòa Bình | Trạm thu phí đường Hòa Lạc - Hòa Bình,Hòa Bình,,20.965148,105.397958
vn-toll-gmaps-chijg3byqa61czersgevsyvu4he,toll_station,Trạm thu phí Đắk Song,Trạm thu phí Đắk Song,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Đắk Song | Trạm Thu Phí Đắk Song | QL14 | TRẠM THU PHÍ ĐẮC NÔNG | Trạm Thu phí Đắk Song | Trạm thu phí Đắk Song,Lâm Đồng,QL14,12.188389,107.637639
vn-toll-gmaps-chij-wvfyuvcter5tonghianj4,toll_station,Trạm thu phí Định An,Trạm thu phí Định An,osm_road_name_as_object_name,medium,matched OSM name looks like road/direction name,Trạm thu phí Định An | Đường cao tốc Liên Khương - Prenn | CT27 | Trạm thu phí Định An,Lâm Đồng,CT27,11.859578,108.457887
vn-toll-gmaps-chij-wvfyuvcter5tonghianj4,toll_station,Trạm thu phí Định An,Trạm thu phí Định An,multiple_name_variants,medium,found 3 distinct candidate names,Trạm thu phí Định An | Đường cao tốc Liên Khương - Prenn | CT27 | Trạm thu phí Định An,Lâm Đồng,CT27,11.859578,108.457887
vn-toll-gmaps-chij-wvfyuvcter5tonghianj4,toll_station,Trạm thu phí Định An,Trạm thu phí Định An,source_name_conflict,medium,current name differs from OSM name: Đường cao tốc Liên Khương - Prenn,Trạm thu phí Định An | Đường cao tốc Liên Khương - Prenn | CT27 | Trạm thu phí Định An,Lâm Đồng,CT27,11.859578,108.457887
vn-toll-results-a8c1640ca55f27,toll_station,Cầu treo thu phí,Cầu treo thu phí,missing_province_context,low,"province is missing, harder to standardize name",Cầu treo thu phí | Cầu treo thu phí,,,21.378121,105.913552
vn-toll-results-8912940a55179a,toll_station,Trạm Thu phí Bến Lức,Trạm Thu phí Bến Lức,missing_province_context,low,"province is missing, harder to standardize name",Trạm Thu phí Bến Lức | Trạm Thu phí Bến Lức,,,10.666701,106.457972
vn-toll-results-af81bbbd5539fa,toll_station,Trạm thu phí BOT Đường ven biển Thái Bình,Trạm thu phí BOT Đường ven biển Thái Bình,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí BOT Đường ven biển Thái Bình | Trạm thu phí BOT Đường ven biển Thái Bình,,,20.301291,106.562304
vn-toll-results-739d8616d1be53,toll_station,Trạm thu phí Bình Chánh,Trạm thu phí Bình Chánh,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Bình Chánh | Trạm thu phí Bình Chánh,,,10.66154,106.560297
vn-toll-results-4f58e6be10a8dc,toll_station,Trạm thu phí Bình Hiệp,Trạm thu phí Bình Hiệp,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Bình Hiệp | Trạm thu phí Bình Hiệp,,,13.951063,109.007743
vn-toll-results-7e5e7fa4176995,toll_station,Trạm thu phí Chư Sê,Trạm thu phí Chư Sê,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Chư Sê | Trạm thu phí Chư Sê,,,13.874158,108.008176
vn-toll-results-38e15c8298ba28,toll_station,Trạm thu phí Chợ Bình Điền,Trạm thu phí Chợ Bình Điền,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Chợ Bình Điền | Trạm thu phí Chợ Bình Điền,,,10.699714,106.608864
vn-toll-results-51072ce4cf0518,toll_station,Trạm thu phí Cầu Gianh - Quảng Bình,Trạm thu phí Cầu Gianh - Quảng Bình,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Gianh - Quảng Bình | Trạm thu phí Cầu Gianh - Quảng Bình,,,17.747179,106.440918
vn-toll-results-3dba1c41016286,toll_station,Trạm thu phí Cầu Ông Bố,Trạm thu phí Cầu Ông Bố,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Ông Bố | Trạm thu phí Cầu Ông Bố,,,10.900781,106.714263
vn-toll-results-48f39937c30d08,toll_station,Trạm thu phí Hà Trung,Trạm thu phí Hà Trung,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Hà Trung | Trạm thu phí Hà Trung,,,20.083758,105.809491
vn-toll-results-dc1ebf3ae65637,toll_station,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,,,10.932586,107.967996
vn-toll-results-b452ce137aea4d,toll_station,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,,,10.934372,107.977045
vn-toll-results-41ca601e6c5f09,toll_station,Trạm thu phí Nút Giao TL765 Km 69+400,Trạm thu phí Nút Giao TL765 Km 69+400,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nút Giao TL765 Km 69+400 | Trạm thu phí Nút Giao TL765 Km 69+400,,,10.88509,107.365801
vn-toll-results-69e1f994f650f1,toll_station,Trạm thu phí Phú Hài,Trạm thu phí Phú Hài,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Phú Hài | Trạm thu phí Phú Hài,,,10.94037,108.141791
vn-toll-results-05580e7545bfc7,toll_station,Trạm thu phí Quốc lộ 2,Trạm thu phí Quốc lộ 2,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Quốc lộ 2 | Trạm thu phí Quốc lộ 2,,,21.230577,105.693648
vn-toll-results-7d00ba5a038ceb,toll_station,Trạm thu phí Thị Trấn Vôi,Trạm thu phí Thị Trấn Vôi,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Thị Trấn Vôi | Trạm thu phí Thị Trấn Vôi,,,21.339235,106.270349
vn-toll-results-7c93585939dabb,toll_station,Trạm Thu Vé Thắng Cảnh Chùa Hương,Trạm Thu Vé Thắng Cảnh Chùa Hương,missing_province_context,low,"province is missing, harder to standardize name",Trạm Thu Vé Thắng Cảnh Chùa Hương | Trạm Thu Vé Thắng Cảnh Chùa Hương,,,20.620462,105.749682
vn-toll-results-c6169ba64724d7,toll_station,Trạm thu phí BOT Cầu Chà Là,Trạm thu phí BOT Cầu Chà Là,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí BOT Cầu Chà Là | Trạm thu phí BOT Cầu Chà Là,,,8.954324,105.101025
vn-toll-results-369644b8378979,toll_station,Trạm thu phí BOT Cầu Hoà Trung,Trạm thu phí BOT Cầu Hoà Trung,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí BOT Cầu Hoà Trung | Trạm thu phí BOT Cầu Hoà Trung,,,9.094715,105.153419
vn-toll-results-2548de6c7d62ae,toll_station,Trạm thu phí Bình Thung,Trạm thu phí Bình Thung,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Bình Thung | Trạm thu phí Bình Thung,,,10.907639,106.790988
vn-toll-results-740a234f764bbb,toll_station,Trạm thu phí Cai Lậy,Trạm thu phí Cai Lậy,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cai Lậy | Trạm thu phí Cai Lậy,,,10.412132,106.164817
vn-toll-results-1c3e261351c189,toll_station,Trạm thu phí Cam Thịnh Đông,Trạm thu phí Cam Thịnh Đông,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cam Thịnh Đông | Trạm thu phí Cam Thịnh Đông,,,11.880694,109.09664
vn-toll-results-99e95a3669a3f8,toll_station,Trạm thu phí Cao Bồ,Trạm thu phí Cao Bồ,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cao Bồ | Trạm thu phí Cao Bồ,,,20.288189,106.012548
vn-toll-results-2494ccf7f28041,toll_station,Trạm thu phí Chơn Thành,Trạm thu phí Chơn Thành,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Chơn Thành | Trạm thu phí Chơn Thành,,,11.363849,106.62765
vn-toll-results-d29ed70a638d07,toll_station,Trạm thu phí Chợ Đệm,Trạm thu phí Chợ Đệm,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Chợ Đệm | Trạm thu phí Chợ Đệm,,,10.68161,106.557509
vn-toll-results-8ff6c50876e0b4,toll_station,Trạm thu phí Cầu 110,Trạm thu phí Cầu 110,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu 110 | Trạm thu phí Cầu 110,,,13.413567,108.092846
vn-toll-results-2d89abdd48d147,toll_station,Trạm thu phí Cầu Cái Vừng,Trạm thu phí Cầu Cái Vừng,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Cái Vừng | Trạm thu phí Cầu Cái Vừng,,,10.743632,105.298343
vn-toll-results-01b795c3aac577,toll_station,Trạm thu phí Cầu Mỹ Lợi,Trạm thu phí Cầu Mỹ Lợi,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Mỹ Lợi | Trạm thu phí Cầu Mỹ Lợi,,,10.462812,106.644148
vn-toll-results-ca56e8b14241e6,toll_station,Trạm thu phí Cầu Phú Cường,Trạm thu phí Cầu Phú Cường,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Phú Cường | Trạm thu phí Cầu Phú Cường,,,10.983539,106.643176
vn-toll-results-6e730c62d2763e,toll_station,Trạm thu phí Cầu Qua Sông Cái Tàu,Trạm thu phí Cầu Qua Sông Cái Tàu,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Qua Sông Cái Tàu | Trạm thu phí Cầu Qua Sông Cái Tàu,,,9.314628,105.017323
vn-toll-results-28d3bc49a698e9,toll_station,Trạm thu phí Cầu Trần Văn Thời,Trạm thu phí Cầu Trần Văn Thời,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Trần Văn Thời | Trạm thu phí Cầu Trần Văn Thời,,,9.069026,104.967868
vn-toll-results-adcaa96d531180,toll_station,Trạm thu phí Cầu qua Sông Cái Tàu,Trạm thu phí Cầu qua Sông Cái Tàu,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu qua Sông Cái Tàu | Trạm thu phí Cầu qua Sông Cái Tàu,,,9.438099,104.930935
vn-toll-results-c53dfe0022532c,toll_station,Trạm thu phí Cầu treo Tân Bằng,Trạm thu phí Cầu treo Tân Bằng,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu treo Tân Bằng | Trạm thu phí Cầu treo Tân Bằng,,,9.460895,105.044275
vn-toll-results-56e61462afce7f,toll_station,Trạm thu phí Cầu Đình Bình Thủy,Trạm thu phí Cầu Đình Bình Thủy,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cầu Đình Bình Thủy | Trạm thu phí Cầu Đình Bình Thủy,,,10.516136,105.321055
vn-toll-results-4af1a34590c361,toll_station,Trạm thu phí Cẩm Vân,Trạm thu phí Cẩm Vân,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Cẩm Vân | Trạm thu phí Cẩm Vân,,,20.107342,105.54336
vn-toll-results-8a1e5b19f33024,toll_station,Trạm thu phí Du Long,Trạm thu phí Du Long,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Du Long | Trạm thu phí Du Long,,,11.746694,109.056815
vn-toll-results-022c2d4e049418,toll_station,Trạm thu phí Gia Lộc,Trạm thu phí Gia Lộc,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Gia Lộc | Trạm thu phí Gia Lộc,,,20.856773,106.294329
vn-toll-results-de8a43dad059a1,toll_station,Trạm thu phí Hà Lam,Trạm thu phí Hà Lam,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Hà Lam | Trạm thu phí Hà Lam,,,15.710278,108.3354
vn-toll-results-a7826df3ecbebc,toll_station,Trạm thu phí IC Cẩm Y,Trạm thu phí IC Cẩm Y,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí IC Cẩm Y | Trạm thu phí IC Cẩm Y,,,21.097299,107.353365
vn-toll-results-0c9c1042e1b704,toll_station,Trạm thu phí IC13,Trạm thu phí IC13,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí IC13 | Trạm thu phí IC13,,,21.698947,104.841234
vn-toll-results-3f24069383f14c,toll_station,Trạm thu phí Km 133+770,Trạm thu phí Km 133+770,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Km 133+770 | Trạm thu phí Km 133+770,,,11.313348,108.724658
vn-toll-results-a521fbe8e35eee,toll_station,Trạm thu phí Km 430+500,Trạm thu phí Km 430+500,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Km 430+500 | Trạm thu phí Km 430+500,,,18.956451,105.561797
vn-toll-results-9dc19a42074b4a,toll_station,Trạm thu phí Km 49+550 Quốc lộ 19,Trạm thu phí Km 49+550 Quốc lộ 19,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Km 49+550 Quốc lộ 19 | Trạm thu phí Km 49+550 Quốc lộ 19,,,13.944457,108.857778
vn-toll-results-9fdb7bd62b601c,toll_station,Trạm thu phí Km 98+320,Trạm thu phí Km 98+320,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Km 98+320 | Trạm thu phí Km 98+320,,,10.335235,105.896793
vn-toll-results-f5b1c9ee7be221,toll_station,Trạm thu phí Mỹ Yên,Trạm thu phí Mỹ Yên,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Mỹ Yên | Trạm thu phí Mỹ Yên,,,10.669806,106.549196
vn-toll-results-266c1e08c589a2,toll_station,Trạm thu phí Nghi Phương,Trạm thu phí Nghi Phương,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nghi Phương | Trạm thu phí Nghi Phương,,,18.823337,105.586381
vn-toll-results-fad32966cfa215,toll_station,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,,,10.695588,106.615414
vn-toll-results-bb9426cc4e67e1,toll_station,Trạm thu phí Nguyễn Văn Linh,Trạm thu phí Nguyễn Văn Linh,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Nguyễn Văn Linh | Trạm thu phí Nguyễn Văn Linh,,,10.729191,106.695497
vn-toll-results-17fee3612cf4d5,toll_station,Trạm thu phí Ngã tư Gò Mây,Trạm thu phí Ngã tư Gò Mây,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Ngã tư Gò Mây | Trạm thu phí Ngã tư Gò Mây,,,10.816613,106.601444
vn-toll-results-de8a81843b9749,toll_station,Trạm thu phí Ninh Xuân,Trạm thu phí Ninh Xuân,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Ninh Xuân | Trạm thu phí Ninh Xuân,,,12.507261,109.068792
vn-toll-results-a300be367f4317,toll_station,Trạm thu phí Phan Rang,Trạm thu phí Phan Rang,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Phan Rang | Trạm thu phí Phan Rang,,,11.630338,108.895937
vn-toll-results-d2c3a2fa53e365,toll_station,Trạm thu phí Phố Lu (IC17),Trạm thu phí Phố Lu (IC17),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Phố Lu (IC17) | Trạm thu phí Phố Lu (IC17),,,22.315763,104.178686
vn-toll-results-87b32e88b6f14c,toll_station,Trạm thu phí Quốc lộ 51,Trạm thu phí Quốc lộ 51,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Quốc lộ 51 | Trạm thu phí Quốc lộ 51,,,10.765087,106.961871
vn-toll-results-1c40652edb303e,toll_station,Trạm thu phí Quốc lộ 8A,Trạm thu phí Quốc lộ 8A,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Quốc lộ 8A | Trạm thu phí Quốc lộ 8A,,,18.534196,105.657742
vn-toll-results-852b9a6b761f54,toll_station,Trạm thu phí Sai Nga (IC10),Trạm thu phí Sai Nga (IC10),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sai Nga (IC10) | Trạm thu phí Sai Nga (IC10),,,21.438924,105.123438
vn-toll-results-cb934a0bf0ccfe,toll_station,Trạm thu phí Sân bay Buôn Ma Thuột,Trạm thu phí Sân bay Buôn Ma Thuột,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Buôn Ma Thuột | Trạm thu phí Sân bay Buôn Ma Thuột,,,12.664256,108.114946
vn-toll-results-b3e81bf484735a,toll_station,Trạm thu phí Sân bay Chu Lai,Trạm thu phí Sân bay Chu Lai,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Chu Lai | Trạm thu phí Sân bay Chu Lai,,,15.415423,108.703482
vn-toll-results-8da48e912d0c21,toll_station,Trạm thu phí Sân bay Cà Mau,Trạm thu phí Sân bay Cà Mau,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Cà Mau | Trạm thu phí Sân bay Cà Mau,,,9.175154,105.175839
vn-toll-results-812f332fb6a582,toll_station,Trạm thu phí Sân bay Côn Đảo,Trạm thu phí Sân bay Côn Đảo,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Côn Đảo | Trạm thu phí Sân bay Côn Đảo,,,8.730259,106.628381
vn-toll-results-e5947651734d79,toll_station,Trạm thu phí Sân bay Liên Khương,Trạm thu phí Sân bay Liên Khương,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Liên Khương | Trạm thu phí Sân bay Liên Khương,,,11.746721,108.370191
vn-toll-results-5322ec51832366,toll_station,Trạm thu phí Sân bay Phù Cát,Trạm thu phí Sân bay Phù Cát,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Phù Cát | Trạm thu phí Sân bay Phù Cát,,,13.953545,109.050349
vn-toll-results-9d556e8755f432,toll_station,Trạm thu phí Sân bay Phú Bài,Trạm thu phí Sân bay Phú Bài,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Phú Bài | Trạm thu phí Sân bay Phú Bài,,,16.394408,107.698361
vn-toll-results-89f2f678011e91,toll_station,Trạm thu phí Sân bay Phú Quốc,Trạm thu phí Sân bay Phú Quốc,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Phú Quốc | Trạm thu phí Sân bay Phú Quốc,,,10.159664,103.99769
vn-toll-results-f5cbe3fb32560c,toll_station,Trạm thu phí Sân bay Rạch Giá,Trạm thu phí Sân bay Rạch Giá,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Rạch Giá | Trạm thu phí Sân bay Rạch Giá,,,9.960942,105.133597
vn-toll-results-227af1af3afdf1,toll_station,Trạm thu phí Sân bay Thọ Xuân,Trạm thu phí Sân bay Thọ Xuân,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Thọ Xuân | Trạm thu phí Sân bay Thọ Xuân,,,19.892215,105.473591
vn-toll-results-87932c98aea4d2,toll_station,Trạm thu phí Sân bay Tuy Hoà,Trạm thu phí Sân bay Tuy Hoà,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Tuy Hoà | Trạm thu phí Sân bay Tuy Hoà,,,13.05066,109.346302
vn-toll-results-939faa49c400d0,toll_station,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,,,16.050873,108.206409
vn-toll-results-84e23a122c88c0,toll_station,Trạm thu phí Sân bay Đà Nẵng,Trạm thu phí Sân bay Đà Nẵng,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Sân bay Đà Nẵng | Trạm thu phí Sân bay Đà Nẵng,,,16.058042,108.20406
vn-toll-results-d1f02767544d7f,toll_station,Trạm thu phí Số 1 - ĐT768,Trạm thu phí Số 1 - ĐT768,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 1 - ĐT768 | Trạm thu phí Số 1 - ĐT768,,,10.972717,106.800761
vn-toll-results-7d8a668438a5d0,toll_station,Trạm thu phí Số 2 - ĐT747A Km 1+670,Trạm thu phí Số 2 - ĐT747A Km 1+670,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 2 - ĐT747A Km 1+670 | Trạm thu phí Số 2 - ĐT747A Km 1+670,,,10.974075,106.771396
vn-toll-results-1c57136a69c8e5,toll_station,Trạm thu phí Số 2A - ĐT768,Trạm thu phí Số 2A - ĐT768,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 2A - ĐT768 | Trạm thu phí Số 2A - ĐT768,,,10.980267,106.847811
vn-toll-results-6e4533b3acd003,toll_station,Trạm thu phí Số 3 - ĐT 747A Km 9+120,Trạm thu phí Số 3 - ĐT 747A Km 9+120,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 3 - ĐT 747A Km 9+120 | Trạm thu phí Số 3 - ĐT 747A Km 9+120,,,11.028277,106.777486
vn-toll-results-118a315fd99ba0,toll_station,Trạm thu phí Số 3A - ĐT768,Trạm thu phí Số 3A - ĐT768,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 3A - ĐT768 | Trạm thu phí Số 3A - ĐT768,,,11.028268,106.913057
vn-toll-results-4d20271e734d74,toll_station,Trạm thu phí Số 3B - ĐT768,Trạm thu phí Số 3B - ĐT768,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Số 3B - ĐT768 | Trạm thu phí Số 3B - ĐT768,,,11.023644,106.899633
vn-toll-results-17bd13a8f54c64,toll_station,Trạm thu phí Tam Đảo (IC4),Trạm thu phí Tam Đảo (IC4),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Tam Đảo (IC4) | Trạm thu phí Tam Đảo (IC4),,,21.357265,105.606161
vn-toll-results-386eef74a7fe33,toll_station,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra | Trạm thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,,,10.435296,106.295124
vn-toll-results-1a88faa5c34efa,toll_station,Trạm thu phí Thường Tín,Trạm thu phí Thường Tín,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Thường Tín | Trạm thu phí Thường Tín,,,20.87189,105.877504
vn-toll-results-832551acb9094e,toll_station,Trạm thu phí Toàn Mỹ 14 (Km 1807+500),Trạm thu phí Toàn Mỹ 14 (Km 1807+500),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Toàn Mỹ 14 (Km 1807+500) | Trạm thu phí Toàn Mỹ 14 (Km 1807+500),,,12.561158,107.822379
vn-toll-results-43cd4ceb51a555,toll_station,Trạm thu phí Văn Bàn (IC16),Trạm thu phí Văn Bàn (IC16),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Văn Bàn (IC16) | Trạm thu phí Văn Bàn (IC16),,,22.152732,104.343695
vn-toll-results-bb234595df3e9c,toll_station,Trạm thu phí Xa Lộ Hà Nội,Trạm thu phí Xa Lộ Hà Nội,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Xa Lộ Hà Nội | Trạm thu phí Xa Lộ Hà Nội,,,10.81902,106.757905
vn-toll-results-b2d41027212383,toll_station,Trạm thu phí Xa lộ Hà Nội,Trạm thu phí Xa lộ Hà Nội,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Xa lộ Hà Nội | Trạm thu phí Xa lộ Hà Nội,,,10.823889,106.759614
vn-toll-results-bb6920af6c9fa1,toll_station,Trạm thu phí Xuân Giao (IC18),Trạm thu phí Xuân Giao (IC18),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Xuân Giao (IC18) | Trạm thu phí Xuân Giao (IC18),,,22.343404,104.106081
vn-toll-results-e3b23ff691ff97,toll_station,Trạm thu phí Yên Bái (IC12),Trạm thu phí Yên Bái (IC12),missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Yên Bái (IC12) | Trạm thu phí Yên Bái (IC12),,,21.648031,104.891031
vn-toll-results-4427bf100242b5,toll_station,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,missing_province_context,low,"province is missing, harder to standardize name",Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây | Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,,,10.838926,107.147478
vn-toll-results-4427bf100242b5,toll_station,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,missing_road_context,low,road context appears in names but road field is empty,Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây | Trạm thu phí Đường cao tốc Phan Thiết - Dầu Giây,,,10.838926,107.147478
